income,hours.per.week,age,education,occupation,workclass,native.country
1,55,41,9,4,3,0
1,45,41,9,11,1,0
1,55,50,9,5,1,0
1,40,36,10,8,1,0
1,40,27,9,9,1,0
1,40,46,10,4,1,0
1,40,61,9,5,2,0
1,40,39,13,6,5,0
1,45,47,9,11,1,0
1,40,45,9,8,1,0
1,40,55,9,1,6,0
1,45,38,7,5,2,0
1,55,57,13,4,1,0
1,40,38,6,4,2,0
1,40,28,13,9,1,0
1,40,40,10,7,1,0
1,50,36,13,6,1,0
1,60,36,9,2,1,0
1,50,30,9,5,2,0
1,42,35,9,9,1,0
1,60,32,9,11,2,0
1,40,55,9,7,1,0
1,30,29,9,8,1,0
1,40,37,11,4,3,0
1,50,36,12,5,1,0
1,50,40,16,6,6,0
1,40,26,14,6,1,0
1,60,44,14,6,1,0
1,40,47,13,5,1,0
1,40,35,14,6,1,0
1,40,58,10,4,1,0
1,55,41,9,4,3,0
1,40,41,9,2,1,0
1,50,38,16,5,5,0
1,40,47,13,4,2,0
1,40,39,9,11,1,0
1,50,42,10,4,1,0
1,40,42,13,4,1,0
1,35,37,12,6,1,0
1,40,41,13,6,1,0
1,40,51,9,2,1,0
1,50,50,13,2,1,0
1,40,43,6,8,1,0
1,70,28,11,1,1,0
1,45,35,11,4,3,0
1,40,59,9,5,1,0
1,40,28,13,6,1,0
1,40,42,15,6,2,0
1,47,51,14,5,1,0
1,44,54,14,5,1,0
1,40,45,9,2,1,0
1,40,38,13,6,5,0
1,40,46,14,14,4,0
1,40,33,10,13,5,0
1,40,36,13,5,1,0
1,50,36,16,6,5,0
1,40,61,10,9,4,0
1,48,30,9,2,3,0
1,36,50,12,6,1,0
1,48,58,12,2,1,0
1,40,43,13,8,1,0
1,68,40,10,2,1,0
1,40,55,9,1,4,0
1,40,52,13,5,1,0
1,55,44,10,2,2,0
1,50,39,15,6,4,0
1,60,45,13,4,1,0
1,40,42,13,6,2,0
1,50,29,10,5,1,0
1,40,46,10,11,1,0
1,40,55,13,5,1,0
1,40,33,15,6,2,0
1,60,44,10,11,1,0
1,47,37,13,5,1,0
1,50,64,11,4,3,0
1,45,43,14,6,6,0
1,35,36,13,4,1,0
1,40,55,13,5,1,0
1,45,34,9,5,1,0
1,48,29,12,8,1,0
1,60,37,10,5,1,1
1,40,42,13,9,1,1
1,40,41,11,2,2,0
1,40,45,10,2,5,1
1,50,35,9,4,1,1
1,60,61,12,2,1,0
1,40,49,10,5,1,0
1,60,52,9,10,2,0
1,50,46,11,13,5,0
1,50,23,14,6,1,1
1,40,36,10,2,1,0
1,40,43,9,5,5,0
1,40,35,14,6,5,0
1,40,39,9,8,1,0
1,40,39,13,5,1,0
1,50,47,14,6,5,0
1,40,53,10,13,5,0
1,45,53,10,11,1,0
0,40,26,14,6,1,0
0,50,52,9,4,1,0
0,56,61,3,11,1,0
0,40,28,9,13,5,0
0,40,42,14,6,1,0
0,42,44,14,6,5,0
0,40,51,9,8,1,0
0,40,39,9,2,5,0
0,44,36,13,6,6,0
0,50,45,10,5,1,0
0,40,27,13,5,1,0
0,35,40,14,9,5,0
0,40,25,13,4,1,0
0,40,47,9,4,1,0
0,50,32,13,6,1,0
0,38,53,9,9,1,0
0,60,32,10,4,1,0
0,40,49,9,2,1,0
0,36,27,12,6,1,1
0,38,26,13,5,1,0
0,50,60,9,3,2,0
0,60,56,14,4,2,0
0,40,58,11,9,1,0
0,50,39,13,4,1,0
0,38,53,14,6,1,0
0,45,27,10,2,1,1
0,60,46,14,6,5,0
0,45,30,9,5,1,0
0,40,38,9,2,5,1
0,40,41,13,6,1,0
0,75,27,9,11,1,0
0,40,43,13,1,1,0
0,40,30,13,6,4,0
0,40,25,13,6,1,0
0,38,26,13,5,2,0
0,54,53,13,6,5,0
0,46,39,7,2,1,0
0,40,47,10,6,5,0
0,55,44,10,2,1,0
1,60,61,9,10,2,0
1,40,44,11,2,1,0
1,42,28,9,2,1,0
1,40,34,13,6,1,1
1,40,39,13,4,1,0
1,48,41,12,1,1,0
1,70,35,13,5,1,0
1,50,34,9,2,1,0
1,50,30,11,5,1,0
1,50,30,9,2,1,0
1,45,33,13,9,5,0
1,40,31,9,2,1,0
1,40,50,9,1,1,0
1,45,27,9,6,1,0
1,65,37,9,5,2,0
1,40,30,9,2,1,0
1,44,49,10,6,1,0
1,40,52,14,6,6,0
1,40,39,8,11,5,1
1,48,37,9,8,1,0
1,50,39,14,6,1,0
1,54,38,13,5,1,0
1,40,44,13,6,1,0
1,40,45,10,2,1,0
1,40,54,9,4,1,0
1,40,58,11,8,1,0
1,55,36,13,9,4,0
1,40,45,5,3,1,0
1,40,46,12,1,4,0
1,45,41,9,4,1,0
1,40,41,14,5,4,0
1,50,34,9,2,1,0
1,40,33,16,6,4,0
1,40,63,13,4,1,0
1,50,56,10,4,1,0
1,40,48,9,1,5,0
1,55,40,11,5,1,0
1,45,59,10,5,1,0
1,50,32,13,4,1,0
1,60,29,13,6,5,1
1,40,41,9,2,1,0
1,40,30,10,4,1,0
1,40,34,14,8,6,0
1,65,41,10,11,1,0
1,45,46,13,6,1,0
1,45,39,14,5,1,0
1,60,26,9,2,1,0
1,55,27,13,4,1,0
1,40,61,13,6,1,0
1,40,37,13,5,1,0
0,70,67,10,4,1,0
1,10,66,9,4,3,0
1,12,74,13,5,2,0
1,40,66,9,5,6,0
0,2,71,10,4,2,0
0,60,80,10,6,1,0
0,40,24,9,3,1,0
0,40,28,10,11,2,0
0,30,59,9,4,1,0
0,32,24,9,4,1,0
0,40,24,10,4,1,0
0,40,52,9,4,1,0
0,40,39,13,9,2,0
0,35,43,9,3,1,0
0,25,22,6,4,1,0
0,40,30,11,9,1,0
0,40,21,7,7,1,1
0,40,24,9,13,1,0
0,28,21,10,4,1,0
1,45,49,14,5,1,0
1,40,52,13,6,1,0
0,40,38,10,2,1,0
0,48,30,13,4,1,0
0,40,38,13,5,5,1
0,40,25,8,8,1,0
0,45,34,13,5,1,0
0,45,24,13,6,4,0
0,40,25,13,6,1,0
0,38,31,13,5,1,0
0,40,39,13,9,4,0
0,60,35,9,11,1,0
0,40,31,6,11,5,0
0,42,30,9,8,1,0
0,35,42,14,6,5,0
0,50,42,10,5,1,0
0,40,41,13,6,1,0
0,40,46,9,2,1,0
0,40,34,13,5,1,0
0,40,36,13,5,1,0
0,40,36,13,4,1,0
0,40,44,11,9,4,0
0,52,28,9,3,1,0
0,38,52,9,9,1,0
0,40,43,13,9,1,0
0,40,45,9,8,1,0
0,45,30,13,6,1,0
0,48,50,10,9,5,0
0,20,41,13,6,5,0
0,20,31,10,9,1,0
0,40,27,9,2,3,0
0,35,63,13,4,1,0
0,25,33,9,9,1,0
0,40,28,9,11,1,0
0,40,34,10,2,5,0
0,40,31,12,2,1,0
0,40,30,15,6,1,1
0,40,47,11,13,6,0
0,40,35,9,2,1,0
0,47,32,10,4,1,0
